,PlayerW,PlayerB,EloW,EloB,ECO,Result,Year
2752,Naiditsch,Carlsen,2664,2646,C57,0-1,2006
2753,Carlsen,Granda Zuniga,2646,2631,B92,1-0,2006
2754,Carlsen,Van Wely,2646,2655,B43,1-0,2006
2755,Van Wely,Carlsen,2655,2646,E15,1-0,2006
2756,Carlsen,Van Wely,2646,2655,B40,1-0,2006
2757,Van Wely,Carlsen,2655,2646,A31,0-1,2006
2758,Doettling,Carlsen,2542,2625,A44,1-0,2006
2759,Carlsen,Doettling,2625,2542,B12,1-0,2006
2760,Giaccio,Carlsen,2470,2625,A00,0-1,2006
2761,Todorovic,Carlsen,2480,2625,B35,1-0,2006
2762,Carlsen,Giaccio,2625,2470,A00,1-0,2006
2763,Carlsen,Todorovic,2625,2480,D34,1-0,2006
2764,Fressinet,Carlsen,2625,2625,C66,0-1,2006
2765,Carlsen,Anand,2625,2792,A58,1-0,2006
2766,Carlsen,Stefansson,2625,2585,B66,1-0,2006
2767,Carlsen,Erenburg,2625,2573,E06,0-1,2006
2768,Erenburg,Carlsen,2573,2625,C55,0-1,2006
2769,Anand,Carlsen,2792,2625,C55,0-1,2006
2770,Stefansson,Carlsen,2585,2625,E15,0-1,2006
2771,Kjartansson,Carlsen,2260,2625,B32,0-1,2006
2772,Williams,Carlsen,2452,2625,E12,0-1,2006
2773,Carlsen,Kjartansson,2625,2260,B60,1-0,2006
2774,Carlsen,Gunnarsson,2625,2421,D16,1-0,2006
2775,Carlsen,Adly,2625,2473,B90,0-1,2006
2776,Hamdouchi,Carlsen,2575,2625,C78,0-1,2006
2777,Carlsen,Kveinys,2625,2517,B43,1-0,2006
2778,Pavlovic,Carlsen,2494,2625,C78,0-1,2006
2779,Carlsen,Hillarp Persson,2625,2548,E01,0-1,2006
2780,Tregubov,Carlsen,2556,2625,D12,½-½,2006
2781,Carlsen,Galego,2625,2538,E11,1-0,2006
2782,Tissir,Carlsen,2444,2625,B32,0-1,2006
2783,Carlsen,Weeks,2625,2273,C95,1-0,2006
2784,Schandorff,Carlsen,2521,2625,D38,½-½,2006
2785,Carlsen,Pedersen,2625,2516,C88,1-0,2006
2786,Nielsen,Carlsen,2644,2625,E15,1-0,2006
2787,Carlsen,Nielsen,2625,2644,C78,½-½,2006
2788,Pedersen,Carlsen,2516,2625,E20,0-1,2006
2789,Carlsen,Cheparinov,2625,2625,C67,½-½,2006
2790,Motylev,Carlsen,2638,2625,B90,1-0,2006
2791,Carlsen,Almasi,2625,2646,C91,½-½,2006
2792,Carlsen,Koneru,2625,2537,C42,½-½,2006
2793,Navara,Carlsen,2660,2625,D38,½-½,2006
2794,Carlsen,Vescovi,2625,2633,B46,1-0,2006
2795,Carlsen,Jobava,2625,2614,E04,½-½,2006
2796,Smeets,Carlsen,2550,2625,B33,0-1,2006
2797,Carlsen,L'Ami,2625,2550,C91,1-0,2006
2798,Carlsen,Khalifman,2581,2669,B31,½-½,2005
2799,Johannessen,Carlsen,2519,2581,E99,1-0,2005
2800,Azmaiparashvili,Carlsen,2658,2570,D97,1-0,2005
2801,Carlsen,Nikolic,2581,2676,C92,½-½,2005
2802,Carlsen,Malakhov,2570,2670,D15,½-½,2005
2803,Malakhov,Carlsen,2670,2570,A36,½-½,2005
2804,Lautier,Carlsen,2680,2570,E55,0-1,2005
2805,Agdestein,Carlsen,2582,2570,E15,1-0,2005
2806,Carlsen,Agdestein,2570,2582,B17,1-0,2005
2807,Carlsen,Lautier,2570,2680,E05,½-½,2005
2808,Carlsen,Agdestein,2570,2582,C80,1-0,2005
2809,Agdestein,Carlsen,2582,2570,E32,1-0,2005
2810,Bareev,Carlsen,2675,2570,E35,½-½,2005
2811,Cheparinov,Carlsen,2618,2570,E15,0-1,2005
2812,Nisipeanu,Carlsen,2707,2570,B33,½-½,2005
2813,Carlsen,Ivanchuk,2570,2748,B48,½-½,2005
2814,Jobava,Carlsen,2601,2570,E12,0-1,2005
2815,Carlsen,Zhang Pengxiang,2570,2613,B48,½-½,2005
2816,Miton,Carlsen,2636,2570,D97,1-0,2005
2817,Carlsen,Hansen,2570,2565,B19,½-½,2005
2818,Akesson,Carlsen,2486,2570,A17,½-½,2005
2819,Carlsen,Ostmoe,2570,2350,C95,1-0,2005
2820,Antic,Carlsen,2519,2570,E15,0-1,2005
2821,Carlsen,Kulaots,2570,2558,B43,½-½,2005
2822,Dobrov,Carlsen,2515,2570,A17,0-1,2005
2823,Carlsen,Burmakin,2570,2508,D15,1-0,2005
2824,Brynell,Carlsen,2496,2570,D47,0-1,2005
2825,Carlsen,Hole,2570,2336,D10,1-0,2005
2826,Svensen,Carlsen,2112,2570,D00,0-1,2005
2827,Vachier Lagrave,Carlsen,2527,2528,B45,0-1,2005
2828,Carlsen,Vachier Lagrave,2528,2527,B84,1-0,2005
2829,Paehtz,Carlsen,2421,2528,C55,½-½,2005
2830,Carlsen,Paehtz,2528,2421,B48,½-½,2005
2831,Carlsen,Harikrishna,2528,2645,C91,½-½,2005
2832,Harikrishna,Carlsen,2645,2528,C42,1-0,2005
2833,Volokitin,Carlsen,2671,2528,C42,½-½,2005
2834,Carlsen,Bauer,2528,2641,B27,½-½,2005
2835,Carlsen,Gelfand,2528,2724,B96,½-½,2005
2836,Pelletier,Carlsen,2603,2528,E34,1-0,2005
2837,Carlsen,Nakamura,2528,2660,D17,½-½,2005
2838,Bauer,Carlsen,2641,2528,D30,½-½,2005
2839,Carlsen,Volokitin,2528,2671,B46,0-1,2005
2840,Gelfand,Carlsen,2724,2528,E12,½-½,2005
2841,Carlsen,Pelletier,2528,2603,C18,½-½,2005
2842,Nakamura,Carlsen,2660,2528,C91,½-½,2005
2843,Carlsen,Groenn,2528,2394,D43,1-0,2005
2844,Johannessen,Carlsen,2543,2528,E34,½-½,2005
2845,Carlsen,Fyllingen,2528,2395,C08,1-0,2005
2846,Djurhuus,Carlsen,2461,2528,C42,0-1,2005
2847,Carlsen,Ostmoe,2528,2349,E15,1-0,2005
2848,Lie,Carlsen,2472,2528,C42,1-0,2005
2849,Carlsen,Hole,2528,2336,D12,1-0,2005
2850,Agdestein,Carlsen,2571,2528,A33,½-½,2005
2851,Carlsen,Dannevig,2528,2347,B05,1-0,2005
2852,Carlsen,Korneev,2548,2611,B46,0-1,2005
2853,Smirnov,Carlsen,2624,2548,C42,½-½,2005
2854,Naiditsch,Carlsen,2626,2548,C91,½-½,2005
2855,Carlsen,Sargissian,2548,2630,C88,½-½,2005
2856,Carlsen,Kharlov,2548,2628,C67,1-0,2005
2857,Guseinov,Carlsen,2391,2548,D13,0-1,2005
2858,Jobava,Carlsen,2637,2548,D17,1-0,2005
2859,Carlsen,Movsesian,2548,2628,E94,½-½,2005
2860,Carlsen,Efimenko,2548,2620,E15,½-½,2005
2861,Volkov,Carlsen,2634,2548,D45,½-½,2005
2862,Carlsen,Praszak,2548,2261,B76,1-0,2005
2863,Anand,Carlsen,2785,2548,C42,1-0,2005
2864,Carlsen,Anand,2548,2785,C89,½-½,2005
2865,Riazantsev,Carlsen,2608,2548,E12,0-1,2005
2866,Carlsen,Ostenstad,2543,2488,D37,1-0,2005
2867,Johannessen,Carlsen,2531,2543,D42,1-0,2005
2868,Fyllingen,Carlsen,2386,2543,D46,1-0,2005
2869,Carlsen,L'Ami,2581,2516,B97,½-½,2005
2870,Stellwagen,Carlsen,2512,2581,B45,0-1,2005
2871,Carlsen,Smeets,2581,2515,B14,½-½,2005
2872,Pedersen,Carlsen,2396,2548,C92,1-0,2005
2873,Carlsen,Nordahl,2548,2402,B92,½-½,2005
2874,Carlsen,Korneev,2548,2611,E04,½-½,2005
2875,Kulaots,Carlsen,2578,2548,B92,1-0,2005
2876,Carlsen,Stellwagen,2581,2512,E67,0-1,2005
2877,Smeets,Carlsen,2515,2581,B45,½-½,2005
2878,L'Ami,Carlsen,2516,2581,E34,1-0,2005
2879,Carlsen,Nijboer,2553,2549,B67,0-1,2005
2880,Smeets,Carlsen,2475,2553,C42,1-0,2005
2881,Cheparinov,Carlsen,2572,2553,B33,0-1,2005
2882,Carlsen,Mamedyarov,2553,2657,C42,½-½,2005
2883,Onischuk,Carlsen,2652,2553,D88,½-½,2005
2884,Carlsen,Stefanova,2553,2491,D15,½-½,2005
2885,Carlsen,Karjakin,2553,2599,A35,½-½,2005
2886,Nielsen,Carlsen,2648,2553,D85,½-½,2005
2887,Carlsen,Kosteniuk,2553,2490,E01,1-0,2005
2888,Ramirez Alvarez,Carlsen,2507,2553,E55,½-½,2005
2889,Korchnoi,Carlsen,2601,2581,D34,1-0,2004
2890,Carlsen,Lie,2581,2474,B38,½-½,2004
2891,Nielsen,Carlsen,2663,2581,D17,1-0,2004
2892,Carlsen,Bologan,2581,2669,A33,0-1,2004
2893,Graf,Carlsen,2646,2581,A13,1-0,2004
2894,Carlsen,Korneev,2581,2583,B42,½-½,2004
2895,Sokolov,Carlsen,2663,2581,D83,1-0,2004
2896,Carlsen,Marin,2581,2511,C91,½-½,2004
2897,Carlsen,Kulaots,2581,2597,D17,½-½,2004
2898,Khamdamov,Carlsen,2150,2581,A07,0-1,2004
2899,Carlsen,Kotronias,2581,2599,B67,½-½,2004
2900,Carlsen,Sokolov,2581,2663,D17,½-½,2004
2901,Short,Carlsen,2687,2581,B25,½-½,2004
2902,Carlsen,Short,2581,2687,D37,1-0,2004
2903,Sokolov,Carlsen,2663,2581,D37,1-0,2004
2904,Stellwagen,Carlsen,2512,2581,B31,1-0,2004
2905,Carlsen,Johannessen,2567,2538,D17,½-½,2004
2906,Carlsen,Bromberger,2567,2440,B81,0-1,2004
2907,Carlsen,Sammalvuo,2567,2445,B81,½-½,2004
2908,Ostmoe,Carlsen,2350,2567,E12,0-1,2004
2909,Carlsen,Lugovoi,2567,2540,B65,0-1,2004
2910,Carlsen,L'Ami,2567,2486,D89,0-1,2004
2911,Lahno,Carlsen,2472,2567,B56,0-1,2004
2912,Carlsen,Lahno,2567,2472,C42,0-1,2004
2913,Papa,Carlsen,2397,2567,D91,½-½,2004
2914,Carlsen,Papa,2567,2397,C48,1-0,2004
2915,Carlsen,Alekseev,2567,2606,B33,½-½,2004
2916,Alekseev,Carlsen,2606,2567,C55,½-½,2004
2917,Ostenstad,Carlsen,2482,2567,E09,½-½,2004
2918,Carlsen,Ostenstad,2567,2482,C18,½-½,2004
2919,Carlsen,Rozentalis,2567,2619,C42,½-½,2004
2920,Schlecht,Carlsen,2363,2567,D47,0-1,2004
2921,Carlsen,Lie,2567,2459,A77,½-½,2004
2922,De Firmian,Carlsen,2537,2567,B87,½-½,2004
2923,Carlsen,Miezis,2567,2502,B42,½-½,2004
2924,Carlsen,Dannevig,2567,2363,C67,1-0,2004
2925,Koskela,Carlsen,2268,2567,B92,0-1,2004
2926,Carlsen,Willumsen,2567,,C18,1-0,2004
2927,Andersen,Carlsen,2044,2567,A36,0-1,2004
2928,Carlsen,Lie,2552,2430,A67,1-0,2004
2929,Fyllingen,Carlsen,2374,2552,D77,½-½,2004
2930,Djurhuus,Carlsen,2483,2552,B74,0-1,2004
2931,Carlsen,Ostenstad,2552,2492,D87,½-½,2004
2932,Carlsen,Elsness,2552,2408,C84,1-0,2004
2933,Johannessen,Carlsen,2521,2552,D15,0-1,2004
2934,Carlsen,Agdestein,2552,2595,C02,0-1,2004
2935,Nordahl,Carlsen,2359,2552,E12,0-1,2004
2936,Carlsen,Dannevig,2552,2372,C66,1-0,2004
2937,Lindberg,Carlsen,2422,2567,B92,½-½,2004
2938,Aronian,Carlsen,2645,2552,B10,½-½,2004
2939,Carlsen,Lie,2552,2430,A45,0-1,2004
2940,Gausel,Carlsen,2520,2552,D85,½-½,2004
2941,Ostenstad,Carlsen,2492,2552,E76,½-½,2004
2942,Carlsen,Madsen,2552,2287,B04,1-0,2004
2943,Egeli,Carlsen,2298,2552,A36,0-1,2004
2944,Carlsen,Iordachescu,2552,2627,E20,½-½,2004
2945,Fedorov,Carlsen,2616,2552,C39,½-½,2004
2946,Harikrishna,Carlsen,2599,2552,D15,½-½,2004
2947,Doostkam,Carlsen,2226,2552,E92,½-½,2004
2948,Carlsen,Agrest,2552,2601,D15,1-0,2004
2949,De Firmian,Carlsen,2542,2552,C88,0-1,2004
2950,Carlsen,Nielsen,2552,2628,D17,1-0,2004
2951,Aagaard,Carlsen,2400,2552,B33,½-½,2004
2952,Carlsen,Beliavsky,2552,2667,D17,½-½,2004
2953,Hillarp Persson,Carlsen,2513,2552,E60,0-1,2004
2954,Carlsen,Kasparov,2484,2831,D52,½-½,2004
2955,Carlsen,Nataf,2484,2569,B30,0-1,2004
2956,Carlsen,Timman,2484,2578,C72,0-1,2004
2957,Carlsen,Short,2484,2702,A45,0-1,2004
2958,Carlsen,Aronian,2484,2648,D61,½-½,2004
2959,Olafsson,Carlsen,2504,2484,D80,½-½,2004
2960,Epishin,Carlsen,2633,2484,E90,1-0,2004
2961,Kasparov,Carlsen,2831,2484,A31,1-0,2004
2962,Bjornsson,Carlsen,2337,2484,B06,½-½,2004
2963,Carlsen,Stefansson,2484,2572,A45,0-1,2004
2964,Korneev,Carlsen,2566,2484,B76,1-0,2004
2965,Carlsen,Sedlak,2484,2539,D00,1-0,2004
2966,Thorfinnsson,Carlsen,2340,2484,D03,0-1,2004
2967,Carlsen,Nataf,2484,2569,B30,0-1,2004
2968,Arngrimsson,Carlsen,2239,2484,B06,0-1,2004
2969,Carlsen,Timman,2484,2578,B46,0-1,2004
2970,Halldorsson,Carlsen,2159,2484,B52,0-1,2004
2971,Carlsen,Rustemov,2484,2585,C02,½-½,2004
2972,Carlsen,Yakovich,2484,2591,B80,1-0,2004
2973,Berkes,Carlsen,2602,2484,E72,1-0,2004
2974,Carlsen,Dolmatov,2484,2591,A04,1-0,2004
2975,Yurtaev,Carlsen,2527,2484,B92,0-1,2004
2976,Sulskis,Carlsen,2582,2484,E70,1-0,2004
2977,Carlsen,Ernst,2484,2474,B19,1-0,2004
2978,Carlsen,Etmans,2484,2225,B30,1-0,2004
2979,Carlsen,Werle,2484,2407,B41,1-0,2004
2980,Gagunashvili,Carlsen,2583,2484,D15,0-1,2004
2981,Carlsen,Janssen,2484,2489,A61,½-½,2004
2982,Lanchava,Carlsen,2323,2484,E11,0-1,2004
2983,Pavlovic,Carlsen,2548,2484,B31,0-1,2004
2984,Carlsen,Peng,2484,2419,C02,1-0,2004
2985,Carlsen,Lahno,2484,2493,B09,½-½,2004
2986,Antal,Carlsen,2473,2450,B33,0-1,2003
2987,Carlsen,Miton,2450,2530,E65,½-½,2003
2988,Vajda,Carlsen,2537,2450,B22,½-½,2003
2989,Carlsen,Grigore,2450,2485,B32,½-½,2003
2990,Carlsen,Taylor,2450,2385,B76,1-0,2003
2991,Horvath,Carlsen,2457,2450,A88,1-0,2003
2992,Carlsen,Porat,2450,2360,C02,½-½,2003
2993,Kayumov,Carlsen,2434,2450,B92,1-0,2003
2994,Carlsen,Lazarne Vajda,2450,2360,C45,1-0,2003
2995,Vajda,Carlsen,2477,2450,B52,½-½,2003
2996,Carlsen,Drabke,2450,2449,D17,1-0,2003
2997,Berczes,Carlsen,2323,2450,E94,0-1,2003
2998,Carlsen,Howell,2450,2381,C86,½-½,2003
2999,Tomescu,Carlsen,2447,2450,E20,½-½,2003
3000,Carlsen,Calzetta Ruiz,2450,2274,A58,1-0,2003
3001,Carlsen,Movsziszian,2450,2475,E94,½-½,2003
3002,Estremera Panos,Carlsen,2350,2450,D87,½-½,2003
3003,Carlsen,Ljubisavljevic,2450,2316,B52,1-0,2003
3004,Godena,Carlsen,2523,2450,B06,½-½,2003
3005,Carlsen,Isonzo,2450,2349,C65,1-0,2003
3006,Ortega,Carlsen,2462,2450,B36,½-½,2003
3007,Carlsen,Aldrovandi,2450,2414,B76,0-1,2003
3008,Carlsen,Zhigalko,2450,2460,B33,0-1,2003
3009,Carlsen,Andriasian,2450,2311,D17,1-0,2003
3010,Dourerassou,Carlsen,2250,2450,D99,0-1,2003
3011,Carlsen,Potapov,2450,2267,A87,1-0,2003
3012,Wang,Carlsen,2215,2450,B31,1-0,2003
3013,Carlsen,Coleman,2450,2275,B76,1-0,2003
3014,Lemos,Carlsen,2218,2450,E68,½-½,2003
3015,Carlsen,Diamant,2450,2149,C45,1-0,2003
3016,Hammer,Carlsen,2074,2450,B07,0-1,2003
3017,Nepomniashchy,Carlsen,2447,2450,B06,1-0,2003
3018,Rohit,Carlsen,2346,2450,C95,0-1,2003
3019,Rohit,Carlsen,2346,2450,C95,0-1,2003
3020,Carlsen,McShane,2385,2619,B33,½-½,2003
3021,Carlsen,Kiik,2385,2439,B00,1-0,2003
3022,Carlsen,Kiik,2385,2439,B00,1-0,2003
3023,Sutovsky,Carlsen,2639,2385,B04,1-0,2003
3024,Sutovsky,Carlsen,2639,2385,B04,1-0,2003
3025,Carlsen,Andriasian,2385,2311,D17,0-1,2003
3026,Carlsen,Zhigalko,2385,2399,B33,1-0,2003
3027,Andreikin,Carlsen,2400,2385,B33,0-1,2003
3028,Andreikin,Carlsen,2400,2385,B33,0-1,2003
3029,Carlsen,Krivoborodov,2385,2298,B19,1-0,2003
3030,Bindrich,Carlsen,2334,2385,B90,½-½,2003
3031,Carlsen,Olszewski,2385,2227,C86,1-0,2003
3032,Stupak,Carlsen,2161,2385,E68,0-1,2003
3033,Carlsen,Perman,2385,2081,B70,1-0,2003
3034,Carlsen,Gretarsson,2385,2513,D45,1-0,2003
3035,Carlsen,Gretarsson,2385,2513,D45,1-0,2003
3036,Jeremic,Carlsen,2467,2385,A38,1-0,2003
3037,Jeremic,Carlsen,2467,2385,A38,1-0,2003
3038,Carlsen,Arduman,2385,2336,C65,1-0,2003
3039,Carlsen,Arduman,2385,2336,C65,1-0,2003
3040,Winants,Carlsen,2501,2385,A45,1-0,2003
3041,Winants,Carlsen,2501,2385,A45,1-0,2003
3042,Carlsen,Ivanov,2385,2406,C43,½-½,2003
3043,Hertneck,Carlsen,2524,2385,E15,½-½,2003
3044,Zimmerman,Carlsen,2320,2385,D85,0-1,2003
3045,Carlsen,Shchekachev,2385,2550,B08,½-½,2003
3046,Krivoshey,Carlsen,2507,2385,A48,0-1,2003
3047,Carlsen,Laqua,2385,2196,E08,1-0,2003
3048,Zelcic,Carlsen,2543,2385,B33,1-0,2003
3049,Carlsen,Danner,2385,2178,A80,1-0,2003
3050,Adinolfi,Carlsen,2110,2385,D94,0-1,2003
3051,Carlsen,Koneru,2385,2468,E15,1-0,2003
3052,Speelman,Carlsen,2589,2385,A45,½-½,2003
3053,Carlsen,Harestad,2385,2249,C98,1-0,2003
3054,Byklum,Carlsen,2214,2385,B20,½-½,2003
3055,Jussupow,Carlsen,2583,2385,D95,1-0,2003
3056,Carlsen,Sasikiran,2385,2654,E61,½-½,2003
3057,Carlsen,Ward,2385,2531,E13,1-0,2003
3058,Olsson,Carlsen,2244,2385,D87,0-1,2003
3059,Carlsen,Skjoldan,2385,2092,B33,1-0,2003
3060,Pedersen,Carlsen,,2385,B31,0-1,2003
3061,Carlsen,Egeland,2385,1990,E50,½-½,2003
3062,Djurhuus,Carlsen,2475,2385,D87,½-½,2003
3063,Carlsen,Trygstad,2385,2330,B41,1-0,2003
3064,Carlsen,Hansen,2385,2305,E21,½-½,2003
3065,Lie,Carlsen,2260,2385,A36,0-1,2003
3066,Carlsen,Lie,2385,2440,B38,½-½,2003
3067,Ekeberg,Carlsen,2226,2385,A16,½-½,2003
3068,Carlsen,Fyllingen,2385,2366,E15,½-½,2003
3069,Ostenstad,Carlsen,2469,2385,D71,1-0,2003
3070,Carlsen,Gabrielsen,2385,2269,B40,1-0,2003
3071,Carlsen,Sjkadiuk,2315,,B31,1-0,2003
3072,Carlsen,Sjkadiuk,2315,,B31,1-0,2003
3073,Kiselev,Carlsen,2437,2315,B45,0-1,2003
3074,Kiselev,Carlsen,2437,2315,B45,0-1,2003
3075,Carlsen,Andersen,2315,2165,B06,1-0,2003
3076,Mikalsen,Carlsen,,2315,B23,0-1,2003
3077,Mikalsen,Carlsen,,2315,B23,0-1,2003
3078,Carlsen,Andersen,2315,2165,B06,1-0,2003
3079,Carlsen,Nordahl,2315,2330,B53,½-½,2003
3080,Hansen,Carlsen,2119,2315,E13,½-½,2003
3081,Carlsen,Nordahl,2315,2330,B53,½-½,2003
3082,Hansen,Carlsen,2119,2315,E13,½-½,2003
3083,Hole,Carlsen,2247,2315,A37,½-½,2003
3084,Carlsen,Gullaksen,2315,2354,E94,½-½,2003
3085,Radojicic,Carlsen,,2315,A30,½-½,2003
3086,Carlsen,Snarheim,2315,2216,B76,1-0,2003
3087,Carlsen,Heim,2315,2399,B31,½-½,2003
3088,Carlsen,Wallin,2315,2101,A35,1-0,2003
3089,Ekeberg,Carlsen,2227,2315,E94,0-1,2003
3090,Carlsen,Vea,2315,2017,A87,1-0,2003
3091,Nithander,Carlsen,2246,2315,B40,0-1,2003
3092,Carlsen,Mohammadi,2315,2172,B50,1-0,2003
3093,Fossum,Carlsen,2315,2073,A15,0-1,2003
3094,Carlsen,Abusdal,2315,,C01,1-0,2003
3095,Lie,Carlsen,2430,2315,B20,1-0,2003
3096,Carlsen,Kristjansson,2315,2406,E15,½-½,2003
3097,Bluvshtein,Carlsen,2451,2315,B03,½-½,2003
3098,Kallio,Carlsen,2470,2315,E18,1-0,2003
3099,Carlsen,De Firmian,2315,2536,A30,0-1,2003
3100,Carlsen,Berg,2315,2514,E15,0-1,2003
3101,Sarbok,Carlsen,2325,2315,B04,1-0,2003
3102,Carlsen,Lugovoi,2315,2563,E54,½-½,2003
3103,Westerinen,Carlsen,2360,2315,B30,½-½,2003
3104,Carlsen,Paehtz,2315,2384,B32,1-0,2003
3105,Carlsen,Daly,2315,2353,B82,1-0,2003
3106,Carlsen,Stefanova,2279,2560,D13,½-½,2003
3107,Carlsen,Stefanova,2279,2560,D13,½-½,2003
3108,Carlsen,Vassallo Barroche,2279,2443,B06,½-½,2003
3109,Carlsen,Vassallo Barroche,2279,2443,B06,½-½,2003
3110,Sedina,Carlsen,2425,2279,C47,1-0,2003
3111,Sedina,Carlsen,2425,2279,C47,1-0,2003
3112,Bluvshtein,Carlsen,2461,2279,B42,0-1,2003
3113,Leer Salvesen,Carlsen,2329,2279,E06,0-1,2003
3114,Carlsen,Shumiakina,2279,2364,B26,½-½,2003
3115,Nygren,Carlsen,2202,2279,B43,0-1,2003
3116,Carlsen,Nordahl,2279,2303,B46,0-1,2003
3117,Carlsen,Nordahl,2279,2303,B46,0-1,2003
3118,Johansen,Carlsen,2239,2279,C26,0-1,2003
3119,Carlsen,Berg,2279,2065,B53,1-0,2003
3120,Ovsejevitsch,Carlsen,2517,2279,D60,1-0,2003
3121,Carlsen,Lugovoi,2279,2540,E15,½-½,2003
3122,Sander,Carlsen,2048,2279,B42,0-1,2003
3123,Osttveit,Carlsen,2121,2072,A37,0-1,2002
3124,Carlsen,Runde,2072,,B29,1-0,2002
3125,Christensen,Carlsen,,2072,D55,0-1,2002
3126,Carlsen,Gulbrandsen,2072,,C06,1-0,2002
3127,Carlsen,Howell,2250,2224,A27,½-½,2002
3128,Carlsen,Kuzubov,2250,2186,D00,1-0,2002
3129,Susilodonata,Carlsen,2242,2250,B05,0-1,2002
3130,Berczes,Carlsen,2232,2250,D17,0-1,2002
3131,Carlsen,Nepomniashchy,2250,2344,D02,½-½,2002
3132,Carlsen,Bindrich,2250,2172,B23,1-0,2002
3133,Fodor,Carlsen,2100,2250,D01,1-0,2002
3134,Carlsen,Orujov,2214,,C45,1-0,2002
3135,Vila Gazquez,Carlsen,,2214,B26,0-1,2002
3136,Kiss,Carlsen,,2214,D00,0-1,2002
3137,Carlsen,Khairullin,2214,2329,B29,½-½,2002
3138,Carlsen,Potapov,2214,2093,C47,½-½,2002
3139,Andreikin,Carlsen,2369,2214,B06,1-0,2002
3140,Carlsen,Spoelman,2214,,B23,1-0,2002
3141,Nepomniashchy,Carlsen,2306,2214,B04,1-0,2002
3142,Carlsen,Salgado Lopez,2214,2163,,1-0,2002
3143,Hansen,Carlsen,2142,2214,D12,0-1,2002
3144,Carlsen,Kalinitschew,2214,2487,E65,½-½,2002
3145,Carlsen,Maeder,2214,,C01,1-0,2002
3146,Yakovich,Carlsen,2586,2214,E12,1-0,2002
3147,Carlsen,Manne,2214,2338,E09,1-0,2002
3148,Lahlum,Carlsen,2217,2214,D15,½-½,2002
3149,Carlsen,Christenson,2214,2225,E01,½-½,2002
3150,Sander,Carlsen,2061,2214,C01,0-1,2002
3151,Carlsen,Anagnostopoulos,2214,2446,B76,0-1,2002
3152,Ellingsen,Carlsen,2053,2214,B66,0-1,2002
3153,Carlsen,Fyllingen,2214,2378,A29,0-1,2002
3154,Instefjord,Carlsen,,2214,B95,0-1,2002
3155,Hansen,Carlsen,2142,2214,D13,½-½,2002
3156,Maki Uuro,Carlsen,2335,2163,D45,1-0,2002
3157,Carlsen,Karttunen,2163,2429,A25,½-½,2002
3158,Solozhenkin,Carlsen,2499,2163,E11,1-0,2002
3159,Carlsen,Payen,2163,2356,D15,0-1,2002
3160,Norri,Carlsen,2426,2163,E43,½-½,2002
3161,Carlsen,Nyysti,2163,2242,C47,1-0,2002
3162,Carlsen,Sammalvuo,2163,2440,D36,0-1,2002
3163,Slapikas,Carlsen,2410,2163,B22,½-½,2002
3164,Carlsen,Kinnmark,2163,2364,A22,½-½,2002
3165,Westerinen,Carlsen,2403,2163,B52,½-½,2002
3166,Carlsen,Pilgaard,2426,2163,A37,½-½,2002
3167,Pedersen,Carlsen,2051,2163,B22,0-1,2002
3168,Agopov,Carlsen,2412,2163,B59,1-0,2002
3169,Carlsen,Hansen,2163,2143,E54,1-0,2002
3170,Tiitta,Carlsen,2249,2163,B52,1-0,2002
3171,Carlsen,Hjelm,2163,2313,C65,1-0,2002
3172,Carlsen,The Web,2163,,C78,½-½,2002
3173,Hole,Carlsen,2237,2163,A04,1-0,2002
3174,Carlsen,Trygstad,2163,2313,E68,1-0,2002
3175,Carlsen,Aarland,2163,2259,D37,½-½,2002
3176,Hansen,Carlsen,2143,2163,B53,0-1,2002
3177,Glenne,Carlsen,2235,2163,E02,0-1,2002
3178,Halkias,Carlsen,2546,2127,A85,½-½,2002
3179,Carlsen,Bluvshtein,2127,2354,B60,0-1,2002
3180,Ostenstad,Carlsen,2438,2127,D55,1-0,2002
3181,Carlsen,Kulaots,2127,2531,D39,0-1,2002
3182,Carlsen,Royset,2127,2280,B40,1-0,2002
3183,Arkell,Carlsen,2463,2127,D55,1-0,2002
3184,Carlsen,Lie,2127,2388,B43,0-1,2002
3185,Kotronias,Carlsen,2568,2127,B66,1-0,2002
3186,Carlsen,Tjomsland,2127,2274,E94,1-0,2002
3187,Richards,Carlsen,2209,2127,B22,0-1,2002
3188,Carlsen,Wallin,2127,2125,B31,½-½,2002
3189,Hersvik,Carlsen,1959,2127,B22,0-1,2002
3190,Carlsen,Arngrimsson,2127,2094,E05,½-½,2002
3191,Kvisvik,Carlsen,2060,2127,B21,0-1,2002
3192,Carlsen,Kedyk,2127,2056,A26,½-½,2002
3193,Berstad,Carlsen,1553,2127,B33,0-1,2002
3194,Carlsen,Bekker Jensen,2127,,B32,1-0,2002
3195,Giddins,Carlsen,2285,2127,D30,½-½,2002
3196,Hansen,Carlsen,2282,2127,E65,½-½,2002
3197,Carlsen,Hole,2127,2248,D27,½-½,2002
3198,Carlsen,Rause,2127,2234,A11,0-1,2002
3199,Hoi,Carlsen,2407,2127,E14,1-0,2002
3200,Womacka,Carlsen,2499,2127,B42,1-0,2002
3201,Carlsen,Johansson,2127,2041,D94,1-0,2002
3202,Egeland,Carlsen,,2127,B34,0-1,2002
3203,Viljanen,Carlsen,,,D00,0-1,2001
3204,Sofiev,Carlsen,,,C42,0-1,2001
